CO2_in,CO_in,H2_in,Af,A1,A2,w,phi,N2,objective1,objective2
0.07344067574628502,0.2288076813335127,0.31022054439056734,0.5635733448892655,0.8013256191443191,0.47312191874462467,0.1763222349957157,0.5775866813362756,0.38753109852963497,283.6774398433828,0.023862488024623676
0.0725995100266449,0.22517455298463082,0.31518741878468465,0.5628577147699081,0.7996040991462058,0.46520045711575925,0.17948797741244632,0.5823371426372246,0.3870385182040395,282.8754201436255,0.02420998715820521
0.07175295383813089,0.2215448171859563,0.3201242053489438,0.5623350453835423,0.7977900373908328,0.45720717988118675,0.1827075165799847,0.5870519381270438,0.38657802362696897,281.9620978452489,0.024557486291786786
0.07090110919856016,0.21791934128352686,0.3250297925791659,0.5620017088817294,0.7958799182485942,0.4491460227774593,0.18598109768117746,0.5917241374005764,0.38614975693874704,280.9398953724967,0.02490498542536841
0.07004406161527103,0.21429894223216156,0.3299032064619963,0.561853456441874,0.7938700494088452,0.4410209734934139,0.18930885755912968,0.5963471389829216,0.38575378969057117,279.81115609581525,0.025252484558950055
0.06918188056630924,0.21068438431353276,0.3347436102700702,0.5618854717966267,0.7917565433467708,0.43283605132880015,0.19269083324069836,0.6009147141085776,0.38539012485008783,278.5781347466843,0.025599983692531754
0.06845207212309633,0.20955702632419146,0.33954425284856293,0.533462416372201,0.7982285902661318,0.4373797241259686,0.20333838003840846,0.6287082514197195,0.3824466487041493,277.2494295481476,0.025947482826113463
0.0676176103443961,0.20631182814445242,0.34427879643179393,0.5308460492532789,0.7972243079688348,0.430802388794474,0.20831767667290477,0.6369482726048211,0.3817917650793576,275.8551524416438,0.026294981959695107
0.06676211495311844,0.202779891271992,0.3489750491273031,0.5316316376318335,0.7951302811596368,0.4226569869580133,0.21247086608170787,0.642207467502089,0.3814829446475864,274.3677363521538,0.026642481093276882
0.06590213830266614,0.19925552483968434,0.35363280125673785,0.5326250108682343,0.7929241835435795,0.41445585588776707,0.21669894948323076,0.6473598731504133,0.38120953560091175,272.7890510605006,0.0269899802268586
0.0650376296543977,0.1957392178013879,0.3582519062813348,0.5338157510884619,0.790601602422928,0.4062031997659087,0.22100110042767643,0.6523997676310564,0.38097124626287976,271.1209074929794,0.027337479360440356
0.0641685267443356,0.19223139161628938,0.362832357601246,0.5351931865450461,0.788157830342599,0.3979031492828457,0.2253764570374714,0.657322279955168,0.38076772403812914,269.3649659953688,0.027684978494022097
0.06329475643347081,0.18873239828800753,0.3673742844471432,0.5367464967177002,0.7855878300789837,0.3895597369385915,0.22982415184788368,0.6621233791288835,0.3805985608313785,267.52273108285317,0.028032477627603834
0.06241623508816712,0.18524251847126172,0.37187794771256777,0.538464811330975,0.7828861953765273,0.38117687301978376,0.234343342231884,0.6667998521273997,0.3804632987280034,265.59554661034696,0.028379976761185546
