CO2_in,CO_in,H2_in,Af,A1,A2,w,phi,N2,T,nin,ACO2,AH2,AT,objective1,objective2
0.024396824553286973,0.11697877502346198,0.7086244004232511,0.0,0.0,0.0,0.005,1.0,0.15,496.0326048046891,0.022109490840385177,0.0,0.0,0.0,0.0019609491161284914,0.6273546528983645
0.022993353502223847,0.10943529413679635,0.7175713523609799,0.0,0.0,0.0,0.005,1.0,0.15,498.34629164004934,0.022109490840385177,0.0,0.0,0.0,0.0018626913347851099,0.6361802886719256
0.021568047241747573,0.10167887083649849,0.7267530819217539,0.0,0.0,0.0,0.005,1.0,0.15,500.7554164207377,0.022109490840385177,0.0,0.0,0.0,0.0017575938049153796,0.6450059244954638
0.020119758620983894,0.09367504688215005,0.7362051944968662,0.0,0.0,0.0,0.005,1.0,0.15,503.2658815501061,0.022109490840385177,0.0,0.0,0.0,0.0016450043811504218,0.6538315598613036
0.018646718584389273,0.08538321588925138,0.7459700655263595,0.0,0.0,0.0,0.005,1.0,0.15,505.88291198439555,0.022109490840385177,0.0,0.0,0.0,0.0015241439400111043,0.6626571943885822
0.01714633851714082,0.07675537936797423,0.756098282114885,0.0,0.0,0.0,0.005,1.0,0.15,508.6108080201369,0.022109490840385177,0.0,0.0,0.0,0.0013940783717511,0.6714828276254786
0.01561501007603832,0.06773540192601597,0.7666495879979458,0.0,0.0,0.0,0.005,1.0,0.15,511.45281276539407,0.022109490840385177,0.0,0.0,0.0,0.0012536963550213586,0.6803084589187388
0.014047965032463076,0.058260035713201146,0.7776919992543359,0.0,0.0,0.0,0.005,1.0,0.15,514.411589639906,0.022109490840385177,0.0,0.0,0.0,0.0011017138968592074,0.6891340874135178
0.012439289128541614,0.04826442846101872,0.7892962824104397,0.0,0.0,0.0,0.005,1.0,0.15,517.4916568499068,0.022109490840385177,0.0,0.0,0.0,0.000936751473178931,0.6979597118531045
0.010782117753094936,0.03769735837203587,0.8015205238748692,0.0,0.0,0.0,0.005,1.0,0.15,520.7070418411375,0.022109490840385177,0.0,0.0,0.0,0.0007575726234495014,0.7067854697794249
0.009069439144925431,0.026561097744968055,0.8143694631101065,0.0,0.0,0.0,0.005,1.0,0.15,524.1000119919122,0.022109490840385177,0.0,0.0,0.0,0.0005637391359741661,0.7156111154073442
0.007299914887572401,0.015065108058182173,0.8276349770542455,0.0,0.0,0.0,0.005,1.0,0.15,527.7688867680588,0.022109490840385177,0.0,0.0,0.0,0.00035821896311523686,0.7244367658551126
0.005463437971814161,0.004536557797240867,0.8400000042309451,0.0,0.0,0.0,0.005,1.0,0.15,531.7772182200953,0.022109490840385177,0.0,0.0,0.0,0.00016212049766509015,0.7332623235324819
