CO2_in;CO_in;H2_in;N_in;Af;A1;A2;w;phi;objective1;objective2;x10;x20;x30;x40;x50;x60;x70;x80
0.009083046271554544;0.09069647446399101;0.7502204792644546;0.15;0.9621065627862427;1.0;0.6046431691380195;0.14784201285824805;0.8013523462747031;119.64729028994695;0.6945693641872215;0.06758217496382553;0.007770756727315033;0.04261879016080124;0.7360721207994612;0.001648520844167552;0.14430763650443024;0.6529776006459075;1.7381791483006393e-8
0.011883339400932558;0.12970646838145564;0.7084101922176118;0.15;0.9377810872861099;1.0;0.8647097978571783;0.13023305050635717;0.7722081211596816;176.83194846865882;0.6904458327170938;0.09241856466494068;0.011663536228706186;0.06779954947578418;0.6817715324794085;0.001536235189080135;0.1448105819620805;0.663672203053527;2.0829048234646787e-8
0.013064582670827902;0.14375702194543785;0.6931783953837343;0.15;0.9265792216376858;1.0;0.9583801549899758;0.12063348123614756;0.7508594316033875;201.3771702236323;0.6864223152591505;0.10033620100735709;0.013441379918350359;0.07898886508087989;0.6601955652971447;0.0015104998366872134;0.14552748885958045;0.6670137535746044;2.4150855674297776e-8
0.013999508228686688;0.14999999929961308;0.6860004924717003;0.15;0.9185867332728698;1.0;1.0;0.10855917513284594;0.7167818743955074;220.3664049727248;0.6823987973622253;0.10212186184979075;0.014839007609424205;0.08615918388822467;0.6493812706416361;0.0015341339887516355;0.14596454202217227;0.6673508512984885;3.064204928968516e-8
0.014749965536509627;0.14999999987049056;0.6852500345929998;0.15;0.9136612041305515;1.0;1.0;0.09539499850651754;0.6711890655024065;235.50193072642793;0.6783752798163161;0.10054720579314849;0.01592644359168774;0.08913913146997911;0.6466722785958111;0.0016027580660657307;0.14611218248330762;0.6655056140789398;4.062753182680298e-8
0.015417982183461834;0.15000000000008823;0.68458201781645;0.15;0.9096672024407984;1.0;1.0;0.08567977426867267;0.6318796728901066;249.14118537114805;0.6743517619029205;0.10113515234564267;0.016926623544958018;0.09117622800165005;0.6428675688525104;0.0016630017695293264;0.14623142548570958;0.6643040019365335;4.984405661155868e-8
0.016051328658816633;0.14999999907215414;0.6839486722690292;0.15;0.9061776907794054;1.0;0.9999999944475229;0.07775537819791781;0.5955287428105788;262.0631474837791;0.6703282453759359;0.10317564795551275;0.0179011110327026;0.09271542102126852;0.6382713953160832;0.0017181187132452344;0.14621830596118768;0.6634498689771925;5.870176107193462e-8
0.016663169844158016;0.14999999996523483;0.6833368301906071;0.15;0.9030344083583711;1.0;1.0;0.07092519982144571;0.560758136820918;274.54079796477714;0.6663047265352733;0.10638888028421062;0.018868379513728963;0.0939277321768379;0.6330170046579592;0.00176865895720017;0.14602934441006304;0.6628791723595386;6.734126697286974e-8
0.017261069642475958;0.14999999995872484;0.6827389303987993;0.15;0.9001647685647313;1.0;1.0;0.06482688685615122;0.5268079882716953;286.69549997388503;0.6622812086884436;0.11064925323645136;0.019839145843433173;0.09490251153763092;0.6271719390629517;0.0018148438359569356;0.14562230648357674;0.6625341187705606;7.581680482846992e-8
0.017847729760733833;0.14999999998616523;0.682152270253101;0.15;0.8975200018924722;1.0;1.0;0.05923211655829253;0.4931529363785354;298.58652637859433;0.6582576907813383;0.11589815092549137;0.020818091231911084;0.09569109226859006;0.6207762038211535;0.0018564818348234726;0.144959979918031;0.6623927677944028;8.415102747004716e-8
