CO2_in,CO_in,H2_in,Af,A1,A2,w,phi,N2,T,objective1,objective2
0.033945886123378566,0.059902379246818,0.6604200957370511,0.3751789591276868,0.3872885565825838,0.09440992661302322,0.7500000093553945,0.9374999960909828,0.24573163889275235,503.15,225.52361788301837,0.06248923711160066
0.033945886123378566,0.05563401813957036,0.6604200957370511,0.0,0.0,0.0,0.7500000093553945,0.9374999960909828,0.25,503.15,223.44597030170118,0.061913551897067605
0.03232679267361812,0.055824473181500994,0.6618487341448809,0.0,0.0,0.0,0.005,0.0,0.25,503.15,221.92688615607932,0.06248922711160172
0.0330279533324505,0.058364046156354016,0.6586080005111955,0.0,0.0,0.0,0.005,0.0,0.25,503.15,225.52361787302078,0.06125021784165557
