CO2_in,CO_in,H2_in,Af,A1,A2,w,phi,N2,objective1,objective2
0.07887730805410904,0.26829085180387163,0.28680219120691636,0.42926730923307616,0.49342333144068923,0.3616673301664634,0.2594699426663584,0.7692573189343189,0.36602964893510304,289.69289080757596,0.02230672590140423
0.07729491494481718,0.2593642462769485,0.2972643927065489,0.4318182624097238,0.5065415048867654,0.3588833890646447,0.263287355966565,0.7692967736009243,0.36607644607168544,289.439446115423,0.023048962935121105
0.07570408695966074,0.2505997345918678,0.3075717813674797,0.4342604490920075,0.520405829423138,0.3562001433754496,0.2669474291584439,0.7693415639757181,0.3661243970809918,288.7000795028055,0.023791209968740717
0.07410874334177923,0.24201103764536283,0.31770677803325575,0.43661085186554344,0.5350137995152963,0.3536008631016408,0.27045704777008994,0.7693917737786878,0.36617344097960214,287.50649621158857,0.024533457002381142
0.07251260122110126,0.2336098268827275,0.32765393960105194,0.43888665221972906,0.5503597085189095,0.3510681040013385,0.2738241054649606,0.7694474820226851,0.3662236322951193,285.89045759016875,0.02527570403602692
0.07091918829841096,0.22540588171773035,0.33739980167138245,0.4411049136922452,0.5664345528478827,0.3485840832499581,0.277057139907448,0.7695087626851728,0.3662751283124764,283.88349396197515,0.0260179510696748
0.06933183722445033,0.21740715485590215,0.3469328308525792,0.4432823376529728,0.5832261163278916,0.3461309790682297,0.28016504019927635,0.7695756845151891,0.36632817706706833,281.5166557269677,0.026760198103323658
0.06645882090784647,0.20993890403647594,0.3565154454077692,0.4685347470078797,0.5533750788532332,0.31647814138953284,0.2919673536225324,0.7714283073045944,0.36708682964790845,278.5133068055509,0.0275024451369707
0.06645039923327768,0.20946975485180794,0.36466804499984784,0.44372970291706404,0.5713880674077122,0.33301221078554866,0.35521594084228625,0.8504025372807081,0.3594118009150666,276.58335936138394,0.028244692170624
0.06420967422703293,0.20237962941198515,0.3735340962557283,0.4577163126326617,0.56315135208626,0.31669289391069766,0.36716302400925876,0.8523146717698594,0.35987660010525363,273.30850044819897,0.028986939204272987
0.06112188368723342,0.19516635871058777,0.3828845767598085,0.480487934304575,0.5336073622567382,0.2886207342520138,0.3869473826347512,0.8578881656269528,0.36082718084237037,268.9028761552646,0.02972918623792153
0.06151325920341693,0.1934810203570318,0.3912885119108441,0.44936888932748903,0.5764846819044446,0.3153333843694475,0.46810790893441817,0.9297496603127856,0.3537172085287072,265.1110521546977,0.030471433271575286
0.06004859441851178,0.18683678199438372,0.39929888428250837,0.45114143386385064,0.5933267340781985,0.3133135283475164,0.4732972583449072,0.9297083577188533,0.35381573930459614,261.31139049315357,0.03121368030522585
0.05861054724415111,0.18042266684565866,0.4070512982307932,0.4528887720708049,0.6106718859897702,0.31131457670976737,0.4784617332753204,0.9296709983151926,0.35391548767939696,257.3620700445494,0.03195592733887651
0.05720097511818265,0.17423637853713705,0.4145456836032762,0.45462178660809505,0.628491134008341,0.3093242151006809,0.48362274442670355,0.9296379279988106,0.3540169627414042,253.28674955892743,0.03269817437252722
0.05581213406137291,0.1682798600178431,0.42178303162991854,0.4565116470376211,0.6463268866210187,0.30713393830568614,0.4890474025178595,0.929692041805833,0.3541249742908655,249.10764025140375,0.03344042140617798
0.05402610090472721,0.1626492039088533,0.4288797059135047,0.46520763995385406,0.6461397550942982,0.29650332198384916,0.5053510579158016,0.9334737734344251,0.35444498927291485,244.6850435003739,0.03418266843982827
0.05228041092020224,0.15701467675039155,0.43592582020787685,0.47280801173238224,0.6485597625260752,0.2870332658483139,0.5208587935677663,0.9371173844038979,0.3547790921215294,239.90269753854753,0.034924915473478764
0.050570194174610714,0.15141207753006275,0.4428985147526176,0.4795539193186366,0.6531506476506362,0.278483654867058,0.536106230983332,0.9406644223156334,0.355119213542709,234.7986699398004,0.03566716250712929
0.04889081904790606,0.14587040600721973,0.44977705776284294,0.485639211702454,0.6595310709364498,0.27065098839493146,0.5516682801993221,0.9441629103125179,0.35546171718203134,229.41063411726415,0.03640940954077996
0.04723979436109919,0.1404133304447839,0.45654296065494876,0.4912010386501449,0.6674171496317178,0.2633873910497344,0.5681386129059202,0.9476701788549818,0.3558039145391682,223.77536971901498,0.03715165657443073
0.04561766247967422,0.13506203826251306,0.4631788717942175,0.4963189251866722,0.6766423394849309,0.25660787119434975,0.5861407451971796,0.9512580577532745,0.35614142746359523,217.93014084753446,0.03789390360808149
0.0440289799241397,0.12983928495389235,0.46966659449543,0.5010089867206602,0.6871877946471195,0.25030209610174076,0.6063582663826456,0.9550252469789615,0.356465140626538,211.91566447109338,0.03863615064173233
0.04276560171605774,0.12472856660077057,0.4759971242766111,0.5034005993960468,0.7053757851726511,0.24678362343376192,0.6294445601438259,0.9600220461833124,0.3565087074065606,205.76002417782706,0.03937839767538309
0.04408516563572785,0.1143081799107542,0.4835154725572555,0.5182648886257756,0.7110370510983302,0.22697389734580448,0.6918269300238364,0.9667863572846,0.3580911818962623,197.2637950496498,0.0401206447090307
