CO2_in,CO_in,H2_in,Af,A1,A2,w,phi,N2,objective1,objective2
0.07748965545039242,0.24665163654470562,0.2854552235975501,0.5699559284464834,0.8085390410264289,0.5108240209028729,0.1666659900988001,0.5540073846075791,0.3904034844073519,285.45683137156567,0.022525879166225574
0.07663290139457997,0.242980902510206,0.2906343139733729,0.5682491482176613,0.8072125138019458,0.5032361205117004,0.16666599020089132,0.558871376497902,0.38975188212184114,285.2502196705657,0.022886407843847625
0.07577086708683003,0.23930215028437077,0.29579684761660396,0.5667441508077006,0.8058045505874097,0.495543121219473,0.16692385828077472,0.5637452272721839,0.3891301350121953,284.9086620369516,0.023246936521811153
0.07493119210623202,0.2355960182623654,0.30093705872833015,0.5654353358601575,0.804303239495787,0.4877045420257658,0.1699952338756834,0.5686479531221423,0.3885357309030724,284.4383637705318,0.023607465199862482
0.07408548927054175,0.231890451658646,0.30605028377545357,0.5643335873755826,0.802715412377397,0.4797799526213948,0.17312097592927525,0.5735358337015827,0.3879737752953587,283.8448007925727,0.02396799387794779
0.07323391879798559,0.22818650209175342,0.3111349379413307,0.5634372201355571,0.8010377852644255,0.47177323116754005,0.17630172145759626,0.5784008535494033,0.38744464116893024,283.13070237619456,0.0243285225560478
0.07237662181240792,0.22448517527820788,0.3161895804038794,0.5627437507808712,0.7992669288914374,0.4636883715065214,0.17953797478685873,0.5832351845877082,0.38694862250550477,282.29874664491905,0.02468905123415696
0.07151372071883172,0.22078742807094212,0.32121291635848936,0.5622499369280508,0.7973992539434797,0.4555294631650881,0.18283011051707074,0.5880312496409955,0.38648593485173693,281.3515480734015,0.02504957991227191
0.07064531966457015,0.21709416563995498,0.3262037982215041,0.5619518241720151,0.7954309944537195,0.4473006703322899,0.18617837986861585,0.5927817813452133,0.3860567164739707,280.2916456508747,0.025410108590390768
0.06977150504372374,0.2134062388033062,0.33116122606841286,0.5618447999339359,0.7933581891574509,0.439006210025349,0.18958291860206028,0.5974798754334456,0.3856610300845572,279.12149173426576,0.025770637268512305
0.06889234602112274,0.2097244415460434,0.33608434737344517,0.5619236523988179,0.7911766607475372,0.43065032987824875,0.19304375651059127,0.6021190380263194,0.3852988650593888,277.84344159859927,0.026131165946635844
0.06816818582460629,0.20884224223131953,0.3409550871322563,0.5304172374643314,0.7986555485116942,0.43659151765795373,0.2048439074016166,0.6331249574423468,0.3820344848118179,276.4782815785188,0.026491694624763588
0.06730030039721072,0.20523758588754087,0.3457679700536097,0.531062227120571,0.7965994650823569,0.42833287816367593,0.20902257192772625,0.6385576366127942,0.38169414366163873,275.0342174986691,0.02685222330288779
0.06642776259024046,0.20164027345346974,0.35054122068367227,0.5319303822619269,0.7944299272747176,0.4200129935004511,0.21327973652449117,0.6438842426139779,0.3813907432726175,273.4937900140223,0.027212751981015987
0.06555052676419315,0.19805087114008824,0.35527457602679574,0.5330109481628419,0.792142446387636,0.41163634628938556,0.2176145851538824,0.6490980890974964,0.38112402606892287,271.8590182561113,0.027573280659143936
