CO2_in,CO_in,H2_in,Af,A1,A2,w,phi,N2,T,objective1,objective2
0.030221302248786712,0.06669963208498711,0.6571596185738415,0.297909287378359,0.4187623131365094,0.1135790298307331,0.7612381651856859,0.9374999943094221,0.24591944709238464,503.15,174.6092528597248,0.045844670410958265
0.030221302248786712,0.06261907917737175,0.6571596185738415,0.0,0.0,0.0,0.7612381651856859,0.9374999943094221,0.25,503.15,169.51198339735132,0.044506352797938686
0.025602860267276303,0.05589355740529726,0.6685035823274266,0.0,0.0,0.0,0.005,0.0,0.25,503.15,153.27409558205642,0.04584466041096205
0.02925797765838928,0.06692495825364159,0.6538170640879692,0.0,0.0,0.0,0.005,0.0,0.25,503.15,174.60925284989193,0.04425147399288127
