CO2_in,CO_in,H2_in,Af,A1,A2,w,phi,N2,objective1,objective2
0.05232957617825975,0.18569488556245553,0.5119755382592849,0.0,0.0,0.0,0.005,0.0,0.25,294.48199959605614,0.030708665824012906
0.05187260351121778,0.17904484849462987,0.5190825479941524,0.0,0.0,0.0,0.005,0.0,0.25,293.6717825152706,0.03156670482510405
0.051396923326258524,0.1727002026828659,0.5259028739908757,0.0,0.0,0.0,0.005,0.0,0.25,292.7447084923451,0.03242474382620716
0.05090451417714945,0.16664234371684203,0.5324531421060086,0.0,0.0,0.0,0.005,0.0,0.25,291.7082148099346,0.03328278282731787
0.05039724221731015,0.1608540176050195,0.5387487401776704,0.0,0.0,0.0,0.005,0.0,0.25,290.5691426662341,0.03414082182843352
0.04987686058439666,0.1553192167735269,0.5448039226420766,0.0,0.0,0.0,0.005,0.0,0.25,289.3338036454591,0.03499886082955278
0.04934501082896903,0.15002308296837233,0.5506319062026587,0.0,0.0,0.0,0.005,0.0,0.25,288.0080374150383,0.03585689983067456
0.04880322578370757,0.14495181711762598,0.5562449570986664,0.0,0.0,0.0,0.005,0.0,0.25,286.59726200568684,0.036714938831798286
0.04825293342026868,0.14009259600136617,0.5616544705783652,0.0,0.0,0.0,0.005,0.0,0.25,285.1065177911212,0.03757297783292342
0.047695461354591746,0.1354334954474296,0.5668710431979787,0.0,0.0,0.0,0.005,0.0,0.25,283.54050609204165,0.03843101683404975
0.04713204174747769,0.13096341969554645,0.5719045385569759,0.0,0.0,0.0,0.005,0.0,0.25,281.90362317388895,0.03928905583517708
0.04656381641240632,0.12667203653374567,0.576764147053848,0.0,0.0,0.0,0.005,0.0,0.25,280.1999902818527,0.040147094836305096
0.04599184199197034,0.12254971779702191,0.5814584402110077,0.0,0.0,0.0,0.005,0.0,0.25,278.4334802536897,0.04100513383743375
0.045417095101799046,0.11858748482057022,0.5859954200776307,0.0,0.0,0.0,0.005,0.0,0.25,276.6077411663662,0.04186317283856282
0.04484047736930711,0.1147769584526549,0.590382564178038,0.0,0.0,0.0,0.005,0.0,0.25,274.72621740275235,0.04272121183969245
0.04426282031619752,0.11111031325126568,0.5946268664325368,0.0,0.0,0.0,0.005,0.0,0.25,272.7921684667163,0.04357925084082243
0.04368489004999813,0.10758023551135025,0.5987348744386517,0.0,0.0,0.0,0.005,0.0,0.25,270.8086858266978,0.044437289841952755
0.04310739174226787,0.1041798847937346,0.6027127234639976,0.0,0.0,0.0,0.005,0.0,0.25,268.7787080274868,0.04529532884308322
0.04253097388039707,0.10090285865151727,0.6065661674680856,0.0,0.0,0.0,0.005,0.0,0.25,266.7050342759578,0.046153367844214095
0.041956232286874194,0.09774316027399452,0.6103006074391313,0.0,0.0,0.0,0.005,0.0,0.25,264.59033667786974,0.04701140684534509
0.04138371390503332,0.09469516879144545,0.6139211173035213,0.0,0.0,0.0,0.005,0.0,0.25,262.4371712785624,0.04786944584647633
0.04081392035406523,0.0917536120061435,0.6174324676397913,0.0,0.0,0.0,0.005,0.0,0.25,260.24798803974596,0.04872748484760769
0.04024731125877702,0.08891354133551373,0.6208391474057092,0.0,0.0,0.0,0.005,0.0,0.25,258.0251398669516,0.04958552384873923
0.039684307361481125,0.08617030877244256,0.6241453838660764,0.0,0.0,0.0,0.005,0.0,0.25,255.77089078714744,0.0504435628498707
0.03912529342466802,0.08351954568529653,0.6273551608900355,0.0,0.0,0.0,0.005,0.0,0.25,253.4874233630521,0.05130160185100275
0.038570620933920316,0.08095714329632281,0.630472235769757,0.0,0.0,0.0,0.005,0.0,0.25,251.17684541955714,0.0521596408521344
0.03802061061096686,0.0784792346917908,0.6335001546972424,0.0,0.0,0.0,0.005,0.0,0.25,248.84119614797854,0.05301767985326633
0.03747555474695802,0.07608217823066296,0.6364422670223792,0.0,0.0,0.0,0.005,0.0,0.25,246.48245164557682,0.053875718854398534
0.036935719366012754,0.07376254223073458,0.6393017384032527,0.0,0.0,0.0,0.005,0.0,0.25,244.10252994048832,0.05473375785553061
0.03640134622892385,0.07151709082226923,0.642081562948807,0.0,0.0,0.0,0.005,0.0,0.25,241.70329554594105,0.055591796856662976
0.035872654686633136,0.06934277086918104,0.6447845744441858,0.0,0.0,0.0,0.005,0.0,0.25,239.28656358214423,0.05644983585779523
0.03534984339273984,0.06723669986690478,0.6474134567403553,0.0,0.0,0.0,0.005,0.0,0.25,236.85410349943965,0.05730787485892758
0.034833091883916575,0.06519615473434752,0.649970753381736,0.0,0.0,0.0,0.005,0.0,0.25,234.4076424321532,0.05816591386006016
0.034322562036683525,0.06321856142478162,0.6524588765385348,0.0,0.0,0.0,0.005,0.0,0.25,231.9488682089494,0.05902395286119246
0.03381839940855604,0.06130148528729472,0.6548801153041494,0.0,0.0,0.0,0.005,0.0,0.25,229.4794320423053,0.05988199186232512
0.033320734471146383,0.059442622116574556,0.657236643412279,0.0,0.0,0.0,0.005,0.0,0.25,227.00095091701462,0.060740030863457584
0.032829683742358624,0.05763978983434779,0.6595305264232936,0.0,0.0,0.0,0.005,0.0,0.25,224.51500969521368,0.061598069864590224
0.03234535082438175,0.055890920750891984,0.6617637284247262,0.0,0.0,0.0,0.005,0.0,0.25,222.02316295342976,0.06245610886572301
0.031867827353677436,0.05419405435971675,0.6639381182866058,0.0,0.0,0.0,0.005,0.0,0.25,219.5269365653858,0.0633141478668557
0.031397193868086,0.05254733062337477,0.6660554755085393,0.0,0.0,0.0,0.005,0.0,0.25,217.02782904285408,0.06417218686798844
0.030933520584535593,0.05094898372345539,0.6681174956920091,0.0,0.0,0.0,0.005,0.0,0.25,214.52731264566222,0.06503022586912142
0.029846555529740918,0.05001122604229756,0.6701422184279616,0.0,0.0,0.0,0.005,0.0,0.25,211.9832398992451,0.06588826487024904
0.02767070732797494,0.05001122599241781,0.6723180666796073,0.0,0.0,0.0,0.005,0.0,0.25,208.8927946923284,0.06674630387136898
0.025127342564509547,0.05001122598349988,0.6748614314519906,0.0,0.0,0.0,0.005,0.0,0.25,204.65093168312222,0.0676043428724854
0.021237372180307443,0.05001122597940734,0.6787514018402854,0.0,0.0,0.0,0.005,0.0,0.25,196.51902699183648,0.06846239187359028
