CH3OH_out,CO2_out,CO_out,H2_out,H2O_out,N2_out,phi_out,T_out,ndot_out
0.2261937237974125,0.04983640419461764,0.1994048216636115,0.2261937237974125,0.0008158200135718795,0.21785811713922376,0.7067193744907945,475.8881575274391,0.00012133758343238465
0.22617028682693982,0.049335569637880626,0.19630818716648823,0.22617028682693982,0.0008311910579367068,0.21785108604808195,0.705851643738984,475.8878775612247,0.00012134149957355942
0.2260990970658128,0.048831160291795885,0.1932179995502829,0.2260990970658128,0.0008469170258946679,0.21782972911974385,0.7049741626548156,475.8871965676091,0.00012135339639646463
0.2259787841147763,0.0483230614933021,0.19013393355901584,0.2259787841147763,0.0008630116217611843,0.21779363523443288,0.7040866077513552,475.8861027629401,0.00012137350770764649
0.22580790359215547,0.04781114996523119,0.18705563937009123,0.22580790359215547,0.0008794893523535803,0.21774237107764666,0.7031886363896891,475.88458355825173,0.0001214020832692059
0.22558493174468422,0.04729529459854649,0.18398274953690477,0.22558493174468422,0.0008963655421956609,0.21767547952340524,0.7022798877619042,475.8826254973014,0.00012143939006212443
0.2253082595440524,0.046775355828222086,0.18091487746344131,0.2253082595440524,0.0009136563947179407,0.21759247786321567,0.7013599814450283,475.8802141863121,0.00012148571368087517
0.22497618620310664,0.04625118493928751,0.17785161570011843,0.22497618620310664,0.0009313790594462876,0.21749285586093198,0.7004285158008822,475.87733421622687,0.00012154135987669087
0.22458691203976996,0.045722623296570994,0.17479253405364226,0.22458691203976996,0.000949551705818623,0.21737607361193098,0.6994850662063006,475.87396907649804,0.00012160665626887053
0.22413853060585798,0.04518950148826848,0.17173717748767559,0.22413853060585798,0.0009681936044344932,0.2172415591817574,0.6985291830916156,475.87010105928414,0.0001216819542465454
0.22362901998508336,0.044651638371626244,0.16868506378582754,0.22362901998508336,0.0009873252166700806,0.21708870599552502,0.697560389761289,475.8657111527419,0.00012176763108693319
0.22305623314930956,0.04410884000704413,0.1656356809434884,0.22305623314930956,0.0010069682937352803,0.21691686994479287,0.6965781799661912,475.8607789218876,0.00012186409232039242
0.22241788724393782,0.04356089846456966,0.1625884842492379,0.22241788724393782,0.0010271459864191381,0.21672536617318133,0.6955820151918163,475.85528237524306,0.00012197177437771431
0.22171155165159961,0.04300759048395851,0.15954289300966257,0.22171155165159961,0.0010478829669711984,0.21651346549547987,0.6945713216204529,475.8491978151721,0.00012209114756123405
0.22093463465726124,0.042448675966106846,0.15649828686313014,0.22093463465726124,0.001069205564806016,0.2162803903971784,0.6935454867178372,475.84249966944077,0.0001222227193887461
0.22008436850633434,0.041883896269579814,0.15345400161796502,0.22008436850633434,0.0010911419180060452,0.21602531055190027,0.6925038553856102,475.8351603010828,0.00012236703836818188
0.21915779260919943,0.04131297228098212,0.15040932453820233,0.21915779260919943,0.001113722142944254,0.2157473377827598,0.6914457256097879,475.82714979310254,0.00012252469827192064
0.21815173459892637,0.04073560222183046,0.14736348898501833,0.21815173459892637,0.0011369785247674412,0.2154455203796779,0.6903703435217199,475.81843570387423,0.000122696342992965
0.21706278889177452,0.04015145914707664,0.14431566830334328,0.21706278889177452,0.0011609457319918376,0.21511883666753234,0.6892768977711274,475.80898278826976,0.0001228826720816518
0.21588729232942144,0.039560188081128184,0.14126496882008704,0.21588729232942144,0.0011856610590880335,0.21476618769882644,0.6881645130898207,475.7987526785222,0.00012308444708192414
0.21462129639413557,0.03896140272561463,0.13821042179159634,0.21462129639413557,0.001211164701702472,0.21438638891824066,0.6870322428984525,475.7877035175552,0.00012330249881154499
0.21326053537821404,0.038354681658557786,0.13515097410165425,0.21326053537821404,0.0012375000701190923,0.2139781606134642,0.6858790607756364,475.77578953590745,0.00012353773576245731
0.21180038975064733,0.03773956392617566,0.1320854774654218,0.21180038975064733,0.0012647141477575973,0.2135401169251942,0.6847038505668843,475.762960561358,0.00012379115383767954
0.21023584378796478,0.037115543905014585,0.12901267583593973,0.21023584378796478,0.0012928579030081976,0.21307075313638943,0.6835053948572423,475.7491614477816,0.00012406384769232873
0.2085614363108939,0.03648206528186838,0.12593119063421088,0.2085614363108939,0.0013219867646079428,0.21256843089326816,0.6822823614624902,475.73433140645477,0.0001243570240120728
0.20677120307697036,0.03583851395969023,0.1228395033254924,0.20677120307697036,0.001352161173203888,0.2120313609230911,0.681033287503906,475.7184032187495,0.0001246720171474595
0.20485860899870129,0.03518420964628148,0.11973593473530904,0.20485860899870129,0.0013834472248998588,0.21145758269961037,0.6797565605135473,475.7013023035466,0.00012501030763391725
0.20281646785482332,0.03451839581447065,0.11661862032739205,0.20281646785482332,0.001415917426696028,0.21084494035644696,0.6784503958602026,475.6829456052964,0.00012537354427435523
0.20063684649207436,0.03384022763134075,0.11348548043582003,0.20063684649207436,0.001449651589157907,0.21019105394762228,0.6771128095755051,475.66324025876025,0.000125763570657912
0.19831094960956142,0.03314875733051487,0.11033418413127387,0.19831094960956142,0.00148473788889692,0.20949328488286842,0.6757415853731458,475.6420819730848,0.00012618245725433508
0.19582897997792276,0.03244291633178903,0.10716210497111624,0.19582897997792276,0.0015212741432485083,0.2087486939933768,0.6743342342589675,475.6193530595194,0.0001266325405879737
