CO2_in,CO_in,H2_in,Af,A1,A2,w,phi,N2,objective1,objective2
0.05418832302733479,0.2271407322102137,0.47313318384453124,0.3519804826361584,0.30185594206185207,0.27923924794953553,0.16666599008637503,0.6205745519865637,0.24553776091792026,297.26960210336387,0.02665037853470618
0.053872355228661024,0.21919050148988203,0.48146601032662606,0.3525323179443336,0.3086156494823199,0.2755746395243257,0.16666599002750263,0.6240150156303647,0.2454711329548309,297.1922552371768,0.02747021193370216
0.053530128522924915,0.21161640955919245,0.48944531557581383,0.3531433963451214,0.31529006929893777,0.27187586650734047,0.16666599002755764,0.6274451532829204,0.24540814634206878,296.96748144559496,0.028290055332430532
0.05316323285342927,0.2043288891591636,0.49709218061314686,0.3551697950507211,0.3219675244621892,0.26806462391180697,0.16666599002631977,0.6283539720342427,0.24541569737426036,296.6054760692888,0.029109898731217294
0.05277389047541367,0.19731496346960378,0.5044260073366679,0.358420559762583,0.328710351797534,0.2642093586424185,0.1666659900239951,0.6269810260608712,0.2454851387183146,296.11578547868544,0.029929742130018734
0.05236444423733063,0.1906146011314069,0.5114649896566111,0.3616598519995779,0.3354712948901345,0.2604120289772666,0.16666599002191515,0.6255648735240384,0.24555596497465132,295.5068891789397,0.030749585528825653
0.05193673652126003,0.18420920264699406,0.5182260336977952,0.36488604803127933,0.3422583821655725,0.2566773198222536,0.1666659900200488,0.624106485445645,0.24562802713395077,294.786500800364,0.031569428927635465
0.0514925290410001,0.17808146393472918,0.5247248216256819,0.36809819658921145,0.34907958505666675,0.2530089687429569,0.16666599001837135,0.6226067971257887,0.24570118539858884,293.96169748876747,0.03238927232644692
0.051033496867783405,0.17221528308517,0.5309759092975087,0.3712959530236499,0.3559428179188466,0.24940988972035116,0.166665990016861,0.6210666602003834,0.24577531074953793,293.03899139123746,0.03320911572525941
0.050561225421014384,0.1665956718909705,0.5369928167695871,0.3744795179928633,0.36285594856176,0.24588228695548037,0.1666659900154986,0.6194868086076627,0.2458502859184281,292.02439158340076,0.034028959124072555
0.05007720964749744,0.16120867265317476,0.5427881117711175,0.3776495824402446,0.36982681695109015,0.24242775808605493,0.16666599001427118,0.6178678342910382,0.2459260059282103,290.923457934956,0.034848802522886246
0.04958285479810209,0.15604128045261637,0.5483734864207522,0.3808072797986144,0.3768632603033081,0.23904738682949553,0.16666599001317542,0.6162101695798585,0.24600237832852936,289.741348142725,0.035668645921700264
0.049079553199582904,0.1510958239350997,0.5537598302836804,0.3836137184931696,0.38388482292786835,0.23572406685211697,0.16666599001225885,0.6150807848520974,0.24606479258163713,288.48285493968524,0.03648848932051446
0.04856883253062761,0.14643852388139306,0.5589574752472243,0.3842220339316709,0.39036650787050886,0.23234359368543298,0.16666599001218582,0.6175751757044108,0.24603516834075514,287.1521705686548,0.0373083327193289
0.048051278456312845,0.14196384688193542,0.5639759913615712,0.38485188716861385,0.3968514891342628,0.2290102832163995,0.16666599001213833,0.6200087768426965,0.24600888330018064,285.7532924935226,0.03812817611814348
0.04752797496069541,0.13766201367237382,0.5688242044336539,0.3855007614959289,0.40334731650104455,0.22572685998076006,0.16666599001211632,0.6223805566649178,0.24598580693327693,284.29012160897435,0.0389480195169582
0.04699993127845208,0.13352390647524964,0.5735103610746758,0.38616623279316803,0.40986146044755634,0.22249557886473603,0.16666599001211999,0.6246899218015527,0.24596580117162262,282.7663207177405,0.03976786291577302
0.04646808567038917,0.12954101763860013,0.5780421737264344,0.3868459858418718,0.41640129688093275,0.21931826721360098,0.1666659900121499,0.6269366617027113,0.24594872296457634,281.185336557431,0.04058770631458794
0.04593330926015867,0.12570540252445817,0.5824268617690259,0.3875378252015501,0.42297409815280335,0.21619636597446926,0.16666599001220864,0.6291208979783003,0.24593442644635716,279.55041944124014,0.041407549713402915
0.045396409860708815,0.12200963629946347,0.5866711890646424,0.388239682271678,0.42958702950641475,0.21313096929826536,0.1666659900122962,0.6312430372956528,0.2459227647751853,277.86464081508416,0.04222739311221794
0.044858135737866824,0.11844677432748443,0.5907814982637529,0.38894961914016574,0.4362471499713183,0.21012286215075618,0.16666599001241372,0.6333037281012288,0.24591359167089594,276.1309089892942,0.04304723651103309
0.04431917927295133,0.11501031587533142,0.5947637421722015,0.38966582976885955,0.44296141683787754,0.20717255563037995,0.16666599001256338,0.6353038212857987,0.24590676267951586,274.35198326583134,0.04386707990984821
0.04378018049757028,0.11169417085696758,0.5986235124512499,0.3903866390179883,0.44973669296134533,0.2042803198122619,0.16666599001274804,0.6372443347822582,0.24590213619421228,272.5304866508243,0.04468692330866339
0.04324173048246908,0.10849262935808134,0.6023660658977056,0.39111049995798425,0.45657975625602887,0.2014462140351699,0.16666599001297125,0.6391264219862298,0.24589957426174408,270.66891731596644,0.0455067667074786
0.0427043745689978,0.10540033370042408,0.6059963485281977,0.39183598986188634,0.4634973108414115,0.1986701146239861,0.16666599001323748,0.640951343818068,0.24589894320238037,268.76965895009397,0.04632661010629383
0.04216861543690008,0.10241225282309285,0.6095190176704123,0.3925618052184772,0.47049599939322395,0.1959517400975071,0.1666659900135524,0.6427204441927784,0.24590011406959483,266.8349901234202,0.047146453505109084
0.041634916006032356,0.09952365877445751,0.6129384622446761,0.3932867560699226,0.4775824163377204,0.1932906739523124,0.16666599001391508,0.6444351285864798,0.24590296297483408,264.86709277082986,0.04796629690392433
0.04110370217867275,0.09673010445804253,0.6162588214016195,0.39400976894458395,0.48476312494805307,0.19068638463161747,0.1666659900143586,0.646096816350064,0.2459073719616651,262.86805988691447,0.0487861403027397
