CO2_in,CO_in,H2_in,Af,A1,A2,w,phi,N2,T,objective1,objective2
0.03371014192364421,0.0597056417469831,0.6604881693628972,0.3707944105443603,0.37245009993645983,0.09036054219295779,0.5000000099730186,0.8958333333612815,0.24609604696647544,503.15,225.35223781135556,0.062489237111511255
0.03371014192364421,0.055801688713458586,0.6604881693628972,0.0,0.0,0.0,0.5000000099730186,0.8958333333612815,0.25,503.15,223.39622546037813,0.06194684303200108
0.03232679267366967,0.05582447318167899,0.6618487341446514,0.0,0.0,0.0,0.005,0.0,0.25,503.15,221.9268861563396,0.062489227111512224
0.03299417193909199,0.058240298699679866,0.6587655293612282,0.0,0.0,0.0,0.005,0.0,0.25,503.15,225.35223780135811,0.061309349082167244
