CO2_in;CO_in;H2_in;N_in;Af;A1;A2;w;phi;objective1;objective2;x10;x20;x30;x40;x50;x60;x70;x80
0.027910319265775547;0.1948448915055056;0.6272447892287188;0.15;0.8548790026382459;0.7698431318419084;1.0;0.005;0.015995625096303753;445.0030261257886;0.5788352610428993;0.24828191148722947;0.04032243616340627;0.14073243016231335;0.44064315824891453;0.0014671909776438874;0.12855287296049026;0.6834541899738635;1.482065122360964e-7
0.028227904769503098;0.19750449159546832;0.6242676036350286;0.15;0.8535729585835806;0.7594764062673158;1.0;0.005;0.01598039977418235;447.0341294973147;0.575700724637515;0.24998244591703614;0.040923308695148035;0.14373031943447334;0.4349344610227424;0.001437901293063915;0.12899156363753575;0.6845606415051863;1.479835582277021e-7
0.02854250638481287;0.20010526269024362;0.6213522309249436;0.15;0.8523331915048604;0.7496054800302533;1.0;0.005;0.01596576137743539;448.929670435784;0.5725661882331889;0.25157639799039955;0.041514831050165596;0.14671582076669987;0.4293783052674965;0.00140954762222263;0.12940509730301783;0.6856466019632801;1.4777953656608371e-7
0.028853304710632688;0.20263275484833973;0.6185139404410276;0.15;0.8511733550714882;0.7402554517934601;1.0;0.005;0.013972771648425817;450.6978953138059;0.5694316518318312;0.25310355590438965;0.04209629908315959;0.14966536956336482;0.42397469852219316;0.001382157864328933;0.1297779190625632;0.6867088458274132;1.47614421429435e-7
0.029162701973412017;0.2051285600046925;0.6157087380218954;0.15;0.8500575312055823;0.7312487412039187;1.0;0.005;0.013959061093070567;452.345949116409;0.5662971155826387;0.2545004203430864;0.0426706866163309;0.1526302724395684;0.4186984974765353;0.001355519004390828;0.13014460412002166;0.6877572467425549;1.4744492821876427e-7
0.029469811896708106;0.20757706499072395;0.6129531231125679;0.15;0.8490002465340049;0.7226231930106527;1.0;0.005;0.013945841648592116;453.8800989747723;0.5631625790123139;0.2558053292367752;0.04323712632589716;0.15558658026250927;0.41355204580041344;0.0013296755949997823;0.13048924277940524;0.6887882025613488;1.4729133199927436e-7
0.02977482339718178;0.20998150799397083;0.6102436686088475;0.15;0.8479992731433366;0.7143486249161336;1.0;0.005;0.013933086653970323;455.3063757201701;0.5600280426107443;0.2570224598550137;0.04379600620526205;0.15853536963323658;0.40852884487513;0.0013045871734098746;0.1308127322579465;0.6898025984667137;1.4715278863739012e-7
0.03007682323564745;0.21232886107356438;0.6075943156907883;0.15;0.8470681707946214;0.7064513073792748;1.0;0.005;0.011941147072355005;456.63057995485764;0.5568935061987033;0.2581905682631203;0.04434650316519348;0.16145205204199886;0.4036273930597999;0.0012802651239004984;0.13110321834598382;0.690797241989879;1.4704647526096906e-7
0.030378209011230263;0.21465414206604136;0.6049676489227285;0.15;0.8461733768275589;0.6987985417987715;1.0;0.005;0.011929090816526268;457.85763737754314;0.5537589698046401;0.2592439028424875;0.04489143724303893;0.1643887249211304;0.39883235709052073;0.0012565735737819213;0.1313870043268049;0.6917806889678083;1.4693572925679483e-7
0.03067789456672562;0.21694365841036556;0.6023784470229089;0.15;0.8453290893525464;0.6914237668329096;1.0;0.005;0.011917433151536948;458.99202947535736;0.5506244333896262;0.2602202103142477;0.045429679913314494;0.16732072179730548;0.39414388582007504;0.0012335293510623386;0.13165197280360472;0.6927503360592402;1.4683791897650058e-7
0.030976391932208802;0.21919935460262502;0.5998242534651662;0.15;0.844533691972021;0.6843085819163479;0.9999999967004106;0.005000003218418825;0.011903781762667417;460.03805707143533;0.5474898991066811;0.26112264416211955;0.04596206769636187;0.17024823086714563;0.3895571498174098;0.0012111207530353192;0.13189878670392588;0.6937043338015645;1.4675245114287022e-7
0.03127361515023544;0.22142350625040902;0.5973028785993556;0.15;0.8437855441438283;0.6774348384735481;0.9999999813056841;0.005000013088004534;0.01187181538364026;460.9997006778823;0.5443553658830729;0.26195440852606805;0.04648855589539165;0.17317205830338295;0.38506764863306236;0.0011893093742294599;0.13212801926786397;0.6946446194641567;1.4667890376937994e-7
0.031567565596569515;0.22360630092961783;0.5948261334738127;0.15;0.8430976385578465;0.6708218903633966;1.0;0.005;0.009903979340573013;461.88089261693887;0.541220824184452;0.2627523562856924;0.04700673107088428;0.17606908963294116;0.3806718561201458;0.0011680399548547955;0.1323319269354799;0.6955749124894576;1.4663123789801313e-7
0.03186211684569123;0.22577449491844911;0.5923633882358598;0.15;0.8424392106397655;0.6643797455505508;1.0;0.005;0.009893500344851317;462.6848782595429;0.5380862877813887;0.2634500940965963;0.04752145756700467;0.17898917618742677;0.37636379122127056;0.0011473186276687733;0.13252816230003714;0.696492772131461;1.465795829678489e-7
0.03215554897704154;0.22791712790622343;0.589927323116735;0.15;0.8418238001133413;0.6581339580366794;1.0;0.005;0.009883348149980395;463.4147233218388;0.5349517513658332;0.264084485259929;0.04803070396665378;0.18190798931134894;0.37214110666258376;0.0011271134756941441;0.132708601323788;0.6973995782475064;1.465382962470796e-7
0.03244815628825392;0.23003565161796846;0.5875161920937777;0.15;0.8412501882371695;0.6520728435664365;1.0;0.005;0.009873493728327996;464.07337651683974;0.531817214994904;0.26465778459493383;0.04853496419500148;0.1848257824635275;0.368000311383315;0.0011074113705445794;0.13287374599268295;0.6982945419813369;1.465069655247411e-7
0.032739883345835066;0.23213176302149466;0.5851283536326704;0.15;0.8407171633018072;0.6461847335434394;1.0;0.005;0.009863905522553779;464.663583677706;0.5286826786589154;0.2651721150649265;0.04903420877889343;0.18774328590216968;0.36393812644206747;0.0010881858360770997;0.13302407797586227;0.6991789700629475;1.4648521729503322e-7
0.033030875755495;0.23420685123433627;0.5827622730101687;0.15;0.8402236098032491;0.6404594928341784;1.0;0.005;0.00985380240017647;465.18790507124083;0.5255481428135507;0.2656294908306715;0.04952870385530083;0.19066088062449302;0.35995145630470304;0.0010694202593816316;0.13316004812545001;0.7000528724352121;1.4647270296807813e-7
0.03331994350533313;0.23625164345036542;0.5804284130443015;0.15;0.8397819654465312;0.6349162245160709;1.0;0.005;0.007863535847701168;465.6487832895786;0.5224136057414115;0.2660670784692975;0.05001727803555314;0.19355244263222446;0.35603462394583874;0.0010510834146000832;0.1332774935024862;0.7009142579291624;1.4648109452211375e-7
0.03360963991742732;0.23828900223538702;0.5781013578471857;0.15;0.8393638982657168;0.6294877216912871;1.0;0.005;0.00785445312074959;466.04858748102174;0.51927907056889;0.2664162948563598;0.050502690503396855;0.1964717907959347;0.3521899272682172;0.001033178390515622;0.1333861181855784;0.7017686890663337;1.4648606748974673e-7
0.03389887806872313;0.24030916763830534;0.5757919542929716;0.15;0.8389822601657559;0.6241959158135011;1.0;0.005;0.007846764656241933;466.38920411950505;0.516144534568228;0.2667138650789146;0.050983892599458354;0.1993924681833696;0.3484124812724171;0.0010156840771793285;0.1334816087886552;0.7026133363952487;1.464993465568106e-7
0.0341873650619306;0.2423136377925726;0.5734989971454969;0.15;0.8386361295505321;0.6190324345737124;1.0;0.005;0.007837588761834406;466.67259015678076;0.5130099978761754;0.26696143798226174;0.05146048255822772;0.20231535583770355;0.3446998175927873;0.0009985725441522249;0.1335643334848701;0.7034505294266481;1.4652069166451938e-7
0.0344755874143723;0.244303085925604;0.5712213266600238;0.15;0.8383246489003359;0.613991429659612;1.0;0.005;0.007828491546745663;466.90057980851856;0.509875462390844;0.26716049950474147;0.05193322269743434;0.20524020238195384;0.341049586398228;0.0009818444471538326;0.13363464457055213;0.704278152748687;1.4654983313376172e-7
0.034763306657754;0.24627885443607564;0.5689578389061705;0.15;0.8380469556375821;0.6090656942328346;1.0;0.005;0.007820681627357457;467.0748922309486;0.5067409240003944;0.2673124639030374;0.05240178607606754;0.20816781938318166;0.33745957280761907;0.0009654758412227252;0.1336928819888682;0.7050981548554172;1.4658653983678304e-7
0.03505081088040071;0.24824168429875465;0.5667075048208446;0.15;0.8378022759208732;0.6042498539431099;1.0;0.005;0.007812809696000789;467.19714375436433;0.5036063875048469;0.2674187195236839;0.0528666345703686;0.21109816275056836;0.33392765731813145;0.0009494615789278019;0.13373936425831454;0.7059095019331388;1.46630594676164e-7
0.03533806578962903;0.2501926004927756;0.5644693337175954;0.15;0.8375898407831055;0.5995381205914738;1.0;0.005;0.00780508583434248;467.2688514699652;0.5004718511228884;0.26748055885358907;0.053327743395949694;0.21403167954700705;0.33045183251904986;0.000933786334105584;0.13377439935029797;0.7067129322119463;1.466817946878379e-7
0.035616025266915104;0.25207121372549;0.562312761007595;0.15;0.8374141749682339;0.5950699378349249;1.0;0.005;0.007797836779892054;467.29146601989163;0.49743660336487205;0.26749927267554563;0.05377076746589491;0.21687559052994712;0.32713775699358427;0.0009189194095682202;0.13379769292546367;0.7074836287080372;1.46738001332554e-7
